ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
5f0b4880-e668-4195-80f1-6e3f1ba624bb,600abde5-5a2c-49d1-b7a2-576d7b4314ad,179.0,99.0,49,2,2,1,3,Closed,119.49,2026-06-14 12:01:10,2026-06-14 12:01:29,2026-06-14 12:44:10,2026-06-14 12:02:10,2026-06-14 12:16:10
fe106c4e-110d-4d9f-8680-64126acfdeed,44769373-60aa-4f97-892c-6fb6610788c8,137.0,13.0,22,27,1,2,1,Resolved,0.0,2026-06-14 13:12:50,2026-06-14 13:13:11,2026-06-14 13:14:50,2026-06-14 13:13:50,2026-06-14 13:27:50
e635a017-472b-4efd-b8ab-29fb997dacf5,63dc9de7-a62c-49f0-bdaa-65c9c744acf3,108.0,18.0,48,21,6,2,2,Resolved,0.0,2026-06-14 11:54:32,2026-06-14 12:03:56,2026-06-14 12:44:32,2026-06-14 11:55:32,2026-06-14 12:09:32
cf0486f9-a4f4-4374-8e04-72f6ffbadcfd,14c948c5-acc9-4eb3-b654-fc07bcb933d6,346.0,43.0,50,28,3,2,1,Resolved,74.62,2026-06-14 12:05:18,2026-06-14 12:05:58,2026-06-14 12:14:18,2026-06-14 12:06:18,2026-06-14 12:20:18
f680a4af-23fe-4e36-8fc5-046ba6509dc9,d19cfc9b-65b7-4a55-933c-cd17cd381315,331.0,17.0,36,7,4,3,1,Closed,112.44,2026-06-14 12:59:05,2026-06-14 12:59:36,2026-06-14 13:06:05,2026-06-14 13:00:05,2026-06-14 13:14:05
5f8076a1-120d-40b4-bd11-6f2aa23f91bd,bb52800d-3b65-4634-9f76-ba13bb7fd195,419.0,81.0,28,8,6,1,4,Closed,0.0,2026-06-14 13:16:56,2026-06-14 13:24:11,2026-06-14 13:36:56,2026-06-14 13:17:56,2026-06-14 13:31:56
5629807d-758e-4547-bf90-1b23ab969c99,80a81d08-1903-4ced-8451-5476b9bb5d8c,361.0,76.0,38,2,7,3,4,Resolved,0.0,2026-06-14 11:52:12,2026-06-14 11:52:27,2026-06-14 12:01:12,2026-06-14 11:53:12,2026-06-14 12:07:12
cfeba8bd-deda-4744-99cc-0357e9ba970d,9c97dee1-5bbe-4043-8f33-ce39be99c2b3,129.0,14.0,15,5,1,3,4,Closed,0.0,2026-06-14 12:51:17,2026-06-14 12:52:10,2026-06-14 13:41:17,2026-06-14 12:52:17,2026-06-14 13:06:17
844914f6-2db4-481b-99aa-26554c1872e0,06f4d228-1722-4156-8348-8ea3a9a87181,,57.0,28,30,8,4,1,Resolved,0.0,2026-06-14 12:54:26,2026-06-14 12:54:46,2026-06-14 13:00:26,2026-06-14 12:55:26,2026-06-14 13:09:26
bf2905bc-ba71-4fd6-95d5-0461337f612d,2738d84a-9b1b-43ed-b2f1-ec2047343542,377.0,59.0,4,30,2,3,2,Closed,50.54,2026-06-14 12:08:33,2026-06-14 12:09:01,2026-06-14 12:13:33,2026-06-14 12:09:33,2026-06-14 12:23:33
a5f8466d-deb5-4b63-abea-0fa1563d65bb,03a1bd1e-7f69-42b0-817b-175e39e24dd4,9.0,13.0,23,19,7,1,2,Resolved,111.69,2026-06-14 12:52:10,2026-06-14 12:52:39,2026-06-14 12:56:10,2026-06-14 12:53:10,2026-06-14 13:07:10
ebbbc64b-fd6e-4510-8eb3-7ec025757835,c9713dbd-661f-49ac-9c71-df5d0787fb76,180.0,17.0,2,16,3,4,4,Resolved,0.0,2026-06-14 12:34:18,2026-06-14 12:36:59,2026-06-14 12:45:18,2026-06-14 12:35:18,2026-06-14 12:49:18
9109cbf2-5e3a-46f0-a2b2-da755a979bc8,2d40ee29-a781-4e21-a2d6-370356b22eea,389.0,27.0,8,24,5,1,1,Resolved,291.13,2026-06-14 12:26:14,2026-06-14 12:26:53,2026-06-14 12:32:14,2026-06-14 12:27:14,2026-06-14 12:41:14
41b3318d-9a45-4fca-8cc6-795e0681d40b,8748d069-ea3f-4ff5-bc4e-88e9d37b0d7c,468.0,48.0,8,5,9,4,2,Resolved,26.31,2026-06-14 13:24:26,2026-06-14 13:25:17,2026-06-14 14:05:26,2026-06-14 13:25:26,2026-06-14 13:39:26
bdb4aa18-a0fa-4437-9f5a-6861589f98a9,48235d11-7715-4782-ac2a-2b32c2bca3ee,413.0,58.0,33,19,6,1,3,Closed,76.97,2026-06-14 11:55:35,2026-06-14 11:56:07,2026-06-14 12:48:35,2026-06-14 11:56:35,2026-06-14 12:10:35
