ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
51d4dce7-4d06-4552-b947-7e70ff54ab85,b8319d14-ddc0-46c5-a375-0f719c50d439,55,8,47,5,8,2,2,Resolved,98.1,2026-06-13 21:43:24,2026-06-13 21:44:13,2026-06-13 22:37:24,2026-06-13 21:44:24,2026-06-13 21:58:24
8e17d5d5-0666-44bb-a1d3-3bdf04e4e16a,4e772b84-919b-4892-9297-2a22eef2c869,337,2,51,28,2,3,3,Closed,0.0,2026-06-13 20:18:18,2026-06-13 20:18:33,2026-06-13 20:32:18,2026-06-13 20:19:18,2026-06-13 20:33:18
bd160233-f2a2-48f5-85b5-70537c8671df,f86222ee-ceca-4521-a680-0ca32ddded64,441,76,29,26,9,2,3,Closed,0.0,2026-06-13 21:49:37,2026-06-13 21:58:48,2026-06-13 22:50:37,2026-06-13 21:50:37,2026-06-13 22:04:37
eafd884d-a339-4dd5-a6c5-c80b893a50ad,9b072109-81e6-49d6-b0ce-def8dfe3318c,90,59,40,5,10,3,2,Closed,316.4,2026-06-13 21:36:53,2026-06-13 21:37:42,2026-06-13 21:49:53,2026-06-13 21:37:53,2026-06-13 21:51:53
e519e281-c681-426f-bd06-63e4695c1a32,2de2fff3-bd4f-43f8-bbb5-f3b3f7618d06,131,29,46,11,5,3,1,Closed,435.77,2026-06-13 21:25:43,2026-06-13 21:26:09,2026-06-13 21:31:43,2026-06-13 21:26:43,2026-06-13 21:40:43
37abf01e-c682-4477-9f4a-c74de7005e51,7e9b5bf7-9685-4944-bd2d-245d6b7f8876,87,12,19,22,8,3,2,Resolved,0.0,2026-06-13 22:24:54,2026-06-13 22:25:37,2026-06-13 23:12:54,2026-06-13 22:25:54,2026-06-13 22:39:54
8e85fe85-6f36-40d7-ad38-b39dd09fb3b9,8dde88db-e100-4fc8-9949-4afa652bbc39,225,82,4,24,2,1,4,Resolved,0.0,2026-06-13 21:29:39,2026-06-13 21:30:11,2026-06-13 21:32:39,2026-06-13 21:30:39,2026-06-13 21:44:39
ee5ca81f-fe24-485e-93e2-4d74e4ecd45e,0f65d75f-6d11-484f-9da2-9b92bfb43152,175,63,30,3,3,3,2,Resolved,0.0,2026-06-13 20:42:38,2026-06-13 20:43:26,2026-06-13 20:54:38,2026-06-13 20:43:38,2026-06-13 20:57:38
4b2693df-394f-428a-84a1-9c1d8b75d946,64024406-1718-427c-8baf-1fa5190bc813,303,65,4,21,3,2,1,Closed,18.65,2026-06-13 20:43:18,2026-06-13 20:43:53,2026-06-13 20:45:18,2026-06-13 20:44:18,2026-06-13 20:58:18
bf1eadc6-a3a8-4d5f-9b82-b90da35cf055,121df7cd-a8e7-422b-9e73-79d8c75a62e5,429,12,19,8,5,3,1,Resolved,0.0,2026-06-13 21:13:49,2026-06-13 21:14:19,2026-06-13 21:15:49,2026-06-13 21:14:49,2026-06-13 21:28:49
7e8024fb-65d6-495f-9351-5db2cc910783,92c6737a-7b06-4f30-84af-b60a0b307542,384,6,50,10,5,2,4,Resolved,324.76,2026-06-13 21:01:05,2026-06-13 21:01:16,2026-06-13 21:41:05,2026-06-13 21:02:05,2026-06-13 21:16:05
2d23ecf5-8b3f-49f1-b902-2318f28b45c7,1b29f9a9-d7a8-4ffa-938a-81a0c02331d2,208,64,17,3,2,1,2,Closed,0.0,2026-06-13 22:45:41,2026-06-13 22:46:13,2026-06-13 22:53:41,2026-06-13 22:46:41,2026-06-13 23:00:41
22efcc42-8bb5-4527-ab9c-e776297b8302,f657e9d3-8ac0-4c0b-9d3e-f4e8e059ec7c,149,70,21,8,10,1,3,Closed,0.0,2026-06-13 20:57:33,2026-06-13 20:59:31,2026-06-13 21:47:33,2026-06-13 20:58:33,2026-06-13 21:12:33
