ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
8ab085a1-5d2e-4c11-bfa3-a0dabf0b1ed8,189eaefb-45a6-4f7a-a6a7-1392ff4c37cc,75,17,20,12,6,1,3,Resolved,0.0,2026-06-17 16:19:50,2026-06-17 16:20:03,2026-06-17 16:22:50,2026-06-17 16:20:50,2026-06-17 16:34:50
d38cf47f-17b5-4567-86fc-dfac99c70e74,a08cfe20-7bce-45f7-917d-f362aba18ec9,236,80,10,13,9,3,4,Closed,6.52,2026-06-17 16:19:11,2026-06-17 16:20:03,2026-06-17 17:15:11,2026-06-17 16:20:11,2026-06-17 16:34:11
71213bb6-5835-465c-892f-44ce4db68bbc,3fad04f4-2d74-45bd-b4aa-a2bcf4157045,77,8,49,11,8,3,4,Closed,0.0,2026-06-17 14:29:42,2026-06-17 14:29:52,2026-06-17 14:40:42,2026-06-17 14:30:42,2026-06-17 14:44:42
5e772f1d-def5-4df2-9635-ee8c073e97c7,59152a23-d41e-49b4-bde7-1c01d30efe16,357,4,21,29,5,3,2,Resolved,254.6,2026-06-17 14:18:42,2026-06-17 14:19:24,2026-06-17 15:17:42,2026-06-17 14:19:42,2026-06-17 14:33:42
1dec75ed-73c2-4168-a6ff-2e116f8ad9fe,be4044cf-a8d7-427b-950a-b4a1ae71e55d,467,47,48,3,5,3,3,Closed,414.62,2026-06-17 15:59:59,2026-06-17 16:02:48,2026-06-17 16:33:59,2026-06-17 16:00:59,2026-06-17 16:14:59
057841a8-3899-4094-a0f8-f47933eddabb,6314dd49-59e1-4f16-8337-330038cefbd6,157,4,19,4,2,2,2,Resolved,0.0,2026-06-17 15:10:26,2026-06-17 15:20:23,2026-06-17 15:25:23,2026-06-17 15:11:26,2026-06-17 15:25:26
36a66238-528f-48aa-b8f3-eb81a968d987,3494587b-5b6f-443b-9862-7ac253c6b9b9,49,46,46,7,7,4,1,Resolved,289.74,2026-06-17 15:15:04,2026-06-17 15:15:33,2026-06-17 16:04:04,2026-06-17 15:16:04,2026-06-17 15:30:04
c2b25691-0f1f-4d22-892f-1c2f7be3d034,9e26e034-0082-43c7-812a-62ef196c5148,463,30,25,3,10,2,2,Closed,170.37,2026-06-17 15:01:01,2026-06-17 15:03:54,2026-06-17 15:38:01,2026-06-17 15:02:01,2026-06-17 15:16:01
583acfd8-3579-47f9-baad-ef248a01f439,98000619-c069-406b-970b-ecf522b665e5,223,99,54,4,6,1,3,Closed,0.0,2026-06-17 14:57:15,2026-06-17 14:57:29,2026-06-17 15:02:15,2026-06-17 14:58:15,2026-06-17 15:12:15
1e1ab616-1349-4e56-937b-32de919aca2f,7e6463b1-2a17-42b3-a167-a5dd19bc42b4,221,38,29,5,7,3,4,Closed,0.0,2026-06-17 15:25:54,2026-06-17 15:26:24,2026-06-17 16:29:54,2026-06-17 15:26:54,2026-06-17 15:40:54
e0dceca7-2629-4de5-8dae-acf6fa5f4be4,07308136-2874-4a95-af76-2e2eecf2d289,365,16,24,19,10,1,1,Resolved,313.28,2026-06-17 15:50:02,2026-06-17 15:55:46,2026-06-17 16:00:02,2026-06-17 15:51:02,2026-06-17 16:05:02
5432d084-b1d3-4932-b99e-f38dda159567,7c27d7fd-e140-4fbb-a984-da3267698a1a,1,34,2,15,2,3,3,Resolved,0.0,2026-06-17 15:31:30,2026-06-17 15:39:02,2026-06-17 15:48:30,2026-06-17 15:32:30,2026-06-17 15:46:30
2a37a752-6243-46be-9117-e8aa159ca6d7,7f195d72-5a7e-417c-9e43-38e6126dae7a,137,76,25,8,7,2,3,Resolved,0.0,2026-06-17 15:33:50,2026-06-17 15:34:22,2026-06-17 15:44:50,2026-06-17 15:34:50,2026-06-17 15:48:50
9c92a6ae-b3c6-4620-816c-8f3355cc5049,30ac48b7-7504-42f0-8c24-bf67db90f63a,86,66,24,3,4,3,3,Closed,0.0,2026-06-17 15:37:11,2026-06-17 15:37:27,2026-06-17 15:48:11,2026-06-17 15:38:11,2026-06-17 15:52:11
141da04a-312d-4877-96ce-0aa4f02ed803,c1516dd5-5c0b-456d-8021-7d8f5af54a92,413,29,18,12,6,1,1,Closed,23.09,2026-06-17 16:21:49,2026-06-17 16:22:08,2026-06-17 17:22:49,2026-06-17 16:22:49,2026-06-17 16:36:49
2d01e2ae-203a-475e-b7ce-80296173c4b0,b78b1e48-bf22-41ca-9dcc-47440218bf3f,219,70,12,5,4,4,3,Closed,0.0,2026-06-17 15:41:28,2026-06-17 15:45:19,2026-06-17 15:49:19,2026-06-17 15:42:28,2026-06-17 15:56:28
3b1064d5-cfb7-4c02-a64c-b87063273593,af0bf5bd-377c-479e-bb49-a902140ea174,390,8,7,12,5,1,1,Resolved,0.0,2026-06-17 16:49:08,2026-06-17 16:50:01,2026-06-17 17:16:08,2026-06-17 16:50:08,2026-06-17 17:04:08
336e9464-3b4a-411d-82b0-c4f952fe01f7,1253c006-f9d4-48db-a89e-07d936608b0c,191,54,2,18,10,3,3,Closed,0.0,2026-06-17 14:49:47,2026-06-17 14:56:20,2026-06-17 14:59:20,2026-06-17 14:50:47,2026-06-17 15:04:47
762decfe-8b8f-435b-aee5-b4a5a539a9f5,e84b3a28-e655-48a1-8370-04eb2c8edbaf,29,34,9,19,9,4,4,Resolved,0.0,2026-06-17 14:41:02,2026-06-17 14:41:32,2026-06-17 15:39:02,2026-06-17 14:42:02,2026-06-17 14:56:02
