ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
0ac7ae32-99fd-4348-a212-7ecd24952d33,29849b9f-8085-4c6e-9031-f282d4d1afe6,166,13,28,17,8,2,4,Resolved,143.29,6/14/2026 22:02,6/14/2026 22:02,6/14/2026 23:09,6/14/2026 22:03,6/14/2026 22:17
c4d7cfa5-20a3-448c-9a38-2371f59471aa,298d32c6-bda0-434c-ae56-6e177a47ca1b,425,38,2,8,8,2,2,Closed,149.2,6/14/2026 20:18,6/14/2026 20:18,6/14/2026 20:52,6/14/2026 20:19,6/14/2026 20:33
03a3a8d8-4d16-4b1d-82e3-1d705d3bad2b,2ac853ff-a11d-4ff0-b870-386855fd7c9e,254,99,53,18,10,1,3,Closed,0,6/14/2026 21:12,6/14/2026 21:12,6/14/2026 21:17,6/14/2026 21:13,6/14/2026 21:27
fd726918-17c7-4893-8549-f378197627b0,39730ac1-99ae-44c3-8b2a-94c7fbd8b13d,324,91,33,26,8,2,3,Resolved,0,6/14/2026 22:08,6/14/2026 22:09,6/14/2026 22:19,6/14/2026 22:09,6/14/2026 22:23
f0615ba8-f072-4efc-8d4e-2d5226e0f9a7,4f310766-40f8-4136-9c90-15d7baf0b832,29,90,55,5,1,2,4,Resolved,0,6/14/2026 21:36,6/14/2026 21:36,6/14/2026 22:15,6/14/2026 21:37,6/14/2026 21:51
83680f15-9f9a-4650-921e-359a0c58e384,9be5f4c0-d63d-4cec-87df-1e8416843221,481,27,14,21,2,3,1,Closed,46.21,6/14/2026 22:18,6/14/2026 22:18,6/14/2026 22:32,6/14/2026 22:19,6/14/2026 22:33
8d25405b-5559-46e0-812a-d25baf216633,d6a25b95-765a-462b-a0cb-311a736da5f9,404,95,55,5,1,3,1,Resolved,0,6/14/2026 21:26,6/14/2026 21:32,6/14/2026 21:34,6/14/2026 21:27,6/14/2026 21:41
638c98cc-7c9a-4cc3-a600-536cbd6d4883,37eafc46-fe60-4d26-b0ea-dfbfed760295,322,1,20,11,10,1,1,Resolved,0,6/14/2026 22:01,6/14/2026 22:01,6/14/2026 22:08,6/14/2026 22:02,6/14/2026 22:16
f3ba6ef4-ea4d-4253-83b7-6b506949455e,6d263737-0af3-4361-b28f-6c91bcfbd266,116,87,14,4,2,3,4,Resolved,0,6/14/2026 20:53,6/14/2026 20:54,6/14/2026 20:59,6/14/2026 20:54,6/14/2026 21:08
0cd707bc-287f-44af-a68c-4e40ff44685a,ce047bae-1b62-416f-849e-78fa5aa2affc,99,76,22,8,6,3,4,Closed,0,6/14/2026 21:57,6/14/2026 21:58,6/14/2026 22:00,6/14/2026 21:58,6/14/2026 22:12
d4eb3da5-6839-4526-baba-2f920bbfa117,e2a1b790-eb3f-46cd-be21-71ce417c4d80,34,10,30,16,10,2,3,Closed,0,6/14/2026 22:23,6/14/2026 22:23,6/14/2026 22:42,6/14/2026 22:24,6/14/2026 22:38
decb31ba-a9f1-4ae7-bbae-8be318d62574,ed82bc88-d512-4c76-867f-7cc5d4ea4007,229,59,24,12,7,3,1,Resolved,0,6/14/2026 21:24,6/14/2026 21:27,6/14/2026 21:32,6/14/2026 21:25,6/14/2026 21:39
d9a8746d-1f49-4979-9e3c-2a0092ef1606,2ded853f-3f53-4545-8d2c-225fa97cbfcd,179,45,4,25,9,3,2,Closed,4.58,6/14/2026 21:05,6/14/2026 21:06,6/14/2026 21:49,6/14/2026 21:06,6/14/2026 21:20
21528169-019f-40dd-865b-650fc2d285e8,c5e808ed-454a-44ea-a677-fecda4cce326,168,80,25,18,3,4,4,Resolved,49.27,6/14/2026 22:30,6/14/2026 22:30,6/14/2026 22:34,6/14/2026 22:31,6/14/2026 22:45
e2916b72-fc93-4faf-ab9b-6aeda040d070,453e093d-2a9d-4c2d-84ce-4c1bd41142ce,440,89,26,5,9,3,1,Closed,17.14,6/14/2026 22:18,6/14/2026 22:18,6/14/2026 23:03,6/14/2026 22:19,6/14/2026 22:33
99e8d35c-621f-4a18-bce2-a7b4b5a57603,e050bb79-f4fd-44a5-bdc8-042d3d10367e,488,56,46,25,7,1,1,Resolved,0,6/14/2026 20:49,6/14/2026 20:50,6/14/2026 20:54,6/14/2026 20:50,6/14/2026 21:04
