ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
c36b9e58-8a84-4c55-8f9c-e3e1c4035fa2,f9fc4bc5-ce5d-4f99-951f-9124d5dea6c9,180.0,23,29.0,17,8,3,3,Resolved,48.53,2026-08-01 16:48:18,2026-08-01 16:56:35,2026-08-01 16:58:35,2026-08-01 16:49:18,2026-08-01 17:03:18
57763158-8793-46f0-b054-384ffc150596,104eed73-1174-44d5-ba2d-280c4218b0e6,226.0,9,,29,9,1,2,Resolved,16.32,2026-08-01 16:55:10,2026-08-01 16:57:48,2026-08-01 17:46:10,2026-08-01 16:56:10,2026-08-01 17:10:10
e46e15cc-4846-490d-8e0b-9d492bc66d6f,9c40794d-2a2e-46bf-ba81-ac63962d8c5e,,14,54.0,7,1,3,2,Closed,0.0,2026-08-01 15:53:08,2026-08-01 15:53:37,2026-08-01 16:22:08,2026-08-01 15:54:08,2026-08-01 16:08:08
9c75117f-0dac-4887-a240-352f5eee9be4,6d6a792c-35ec-49f9-a141-0e238e09fcf9,191.0,40,2.0,18,4,2,1,Closed,0.0,2026-08-01 17:28:30,2026-08-01 17:28:46,2026-08-01 17:30:30,2026-08-01 17:29:30,2026-08-01 17:43:30
e1beeed1-bbe8-41e4-a51e-e74cb492c5ae,570e5e85-d361-49e0-afee-6e540a04c9bd,49.0,86,33.0,22,9,4,4,Closed,30.83,2026-08-01 16:54:44,2026-08-01 16:54:56,2026-08-01 17:03:44,2026-08-01 16:55:44,2026-08-01 17:09:44
c217347a-8675-4ee2-a4f9-eaebc42f4e91,a5396c01-b7f3-4b5b-a3ef-e288799225fc,428.0,23,25.0,3,6,1,2,Resolved,0.0,2026-08-01 16:06:42,2026-08-01 16:07:24,2026-08-01 16:20:42,2026-08-01 16:07:42,2026-08-01 16:21:42
2e617ec7-648f-4d97-860c-756237c7a4fe,30e28344-2522-45f9-beb2-011ced83fef1,92.0,58,6.0,18,3,3,3,Closed,0.0,2026-08-01 15:14:28,2026-08-01 15:15:11,2026-08-01 15:23:28,2026-08-01 15:15:28,2026-08-01 15:29:28
c3ff1153-7b13-4615-a24d-ac262ee96905,594cbde6-b932-467e-939c-2a7c214448a9,277.0,24,12.0,18,6,4,1,Closed,0.0,2026-08-01 15:53:45,2026-08-01 15:54:33,2026-08-01 16:40:45,2026-08-01 15:54:45,2026-08-01 16:08:45
ea70e449-f6e3-45ad-b1c7-c362d795c719,c152acba-d3d3-47c1-a740-8ffe4b350eb4,285.0,88,35.0,29,2,1,4,Closed,63.95,2026-08-01 16:43:17,2026-08-01 16:44:09,2026-08-01 16:55:17,2026-08-01 16:44:17,2026-08-01 16:58:17
66edb015-7d35-4e50-9c5d-99b5bf520de2,fd70524b-3754-4124-a911-d6a66ebd5ea3,468.0,5,31.0,24,5,2,1,Closed,0.0,2026-08-01 16:58:06,2026-08-01 16:58:58,2026-08-01 17:41:06,2026-08-01 16:59:06,2026-08-01 17:13:06
