ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
b21a98ee-8507-4641-83c6-3875028c3c06,fba531f9-444c-424c-9b62-897b410f5898,414.0,74,3,16,4,3,2,Resolved,0.0,2026-06-18 10:39:46,2026-06-18 10:40:26,2026-06-18 10:53:46,2026-06-18 10:40:46,2026-06-18 10:54:46
347da825-8b6c-4bac-8a96-caa6a82c02a3,4a278d02-b8da-449b-b64c-9219fb7a96f5,327.0,97,3,3,4,4,1,Resolved,0.0,2026-06-18 09:52:55,2026-06-18 09:53:14,2026-06-18 10:49:55,2026-06-18 09:53:55,2026-06-18 10:07:55
0c808854-76c3-473e-9123-499ec2938015,1fa688e0-2a77-4aa4-b8c9-11756c9f1c84,448.0,1,35,1,3,1,4,Closed,36.57,2026-06-18 09:13:41,2026-06-18 09:13:56,2026-06-18 09:24:41,2026-06-18 09:14:41,2026-06-18 09:28:41
6c80b008-8de7-42ae-9cd5-cbdce9eb29aa,ce77862d-196f-43cd-96c7-d1751b2eb5e7,,2,41,30,7,2,3,Closed,0.0,2026-06-18 10:26:10,2026-06-18 10:26:38,2026-06-18 11:16:10,2026-06-18 10:27:10,2026-06-18 10:41:10
0f1592b4-73a7-40ef-b5c9-230a3ab67c39,88e854c2-da4b-40bc-b8b9-01489f10056f,282.0,59,45,7,6,1,3,Resolved,21.46,2026-06-18 09:25:53,2026-06-18 09:26:27,2026-06-18 09:32:53,2026-06-18 09:26:53,2026-06-18 09:40:53
af511248-d2e0-44c4-9328-6baec9b570ae,2f565a9d-ded7-4b88-8416-2bd945dd38f4,357.0,21,95299,21,8,3,4,Resolved,77.74,2026-06-18 09:15:41,2026-06-18 09:16:35,2026-06-18 09:37:41,2026-06-18 09:16:41,2026-06-18 09:30:41
34bc4329-c017-443c-b763-b363515c3080,8c330c72-97e5-41f9-aa67-07e47b06e711,441.0,76,3,12,3,3,1,Closed,0.0,2026-06-18 09:53:37,2026-06-18 09:54:09,2026-06-18 09:59:37,2026-06-18 09:54:37,2026-06-18 10:08:37
66688e1a-f217-4732-b101-43a2ae121fa9,50b882e2-51b1-4cf2-beee-fb6857d4a5af,146.0,59,27,22,6,3,1,Resolved,0.0,2026-06-18 09:01:56,2026-06-18 09:02:40,2026-06-18 09:10:56,2026-06-18 09:02:56,2026-06-18 09:16:56
fb7c3254-7b7a-49ca-9490-e1f94d473da2,d53d6d6b-fd65-4b76-89a5-47f2fa2a0384,240.0,68,18,2,6,1,4,Resolved,0.0,2026-06-18 09:26:21,2026-06-18 09:28:14,2026-06-18 09:34:21,2026-06-18 09:27:21,2026-06-18 09:41:21
b2508a91-8c51-4369-be56-6ec2a003a689,f1ac4976-9d32-4d44-8a2a-8466035783ca,181.0,99,31,10,9,1,2,Closed,0.0,2026-06-18 09:02:22,2026-06-18 09:02:49,2026-06-18 09:15:22,2026-06-18 09:03:22,2026-06-18 09:17:22
7c4e7bb6-332b-4f11-bc93-87f76bbbdf16,9c79521b-1d55-4605-be26-e0c883f92a15,418.0,20,35,7,4,3,1,Resolved,0.0,2026-06-18 09:59:26,2026-06-18 10:00:03,2026-06-18 10:52:26,2026-06-18 10:00:26,2026-06-18 10:14:26
