ticket_id,order_id,customer_id,driver_id,restaurant_id,agent_id,reason_id,priority_id,channel_id,status,refund_amount,created_at,first_response_at,resolved_at,sla_first_due_at,sla_resolve_due_at
24cb2bbb-44a2-4f5f-867a-9a8bc7617373,1a6a4d1a-2b82-4047-8367-de8e69665712,201.0,43.0,17.0,24,8,1,3,Closed,0.0,2026-06-18 21:28:53,2026-06-18 21:29:10,2026-06-18 21:42:53,2026-06-18 21:29:53,2026-06-18 21:43:53
54b0e457-1796-4767-99ed-674acc06aa96,a804b0a9-e06d-45eb-8f3e-3b94db0a6b4d,197.0,41.0,55.0,19,8,2,1,Closed,99.4,2026-06-18 20:51:59,2026-06-18 20:52:27,2026-06-18 21:02:59,2026-06-18 20:52:59,2026-06-18 21:06:59
272ba528-ace3-4004-871a-142434d7e53d,4d2293a8-68c3-4535-9041-c91b5e37285d,459.0,26.0,11.0,7,4,4,1,Closed,0.0,2026-06-18 22:24:45,2026-06-18 22:25:35,2026-06-18 22:28:45,2026-06-18 22:25:45,2026-06-18 22:39:45
28a17799-9f28-4407-949c-09ec8ab80f7f,4151bd89-4529-448a-a855-1711f4bf013e,473.0,94.0,31.0,30,10,2,4,Closed,89.26,2026-06-18 21:17:02,2026-06-18 21:17:51,2026-06-18 21:30:02,2026-06-18 21:18:02,2026-06-18 21:32:02
f0a583f1-e289-479b-b907-f566ebfa3b5f,8e857bb2-917f-4f6b-9d94-9acdad84454b,158.0,53.0,7.0,15,9,4,2,Closed,15.72,2026-06-18 21:43:21,2026-06-18 21:44:08,2026-06-18 22:02:21,2026-06-18 21:44:21,2026-06-18 21:58:21
3ad7ca89-d5de-484c-9156-5d48d6397e5b,342a8d80-1d03-48b4-8ee7-86f4c2d1220c,234.0,77.0,33.0,19,10,2,3,Resolved,223.41,2026-06-18 20:46:53,2026-06-18 20:50:59,2026-06-18 20:55:59,2026-06-18 20:47:53,2026-06-18 21:01:53
60f78d9f-e4ef-405f-80b5-75334a50ca63,6877e2e6-4b24-4a8e-9be4-5cda697a410a,280.0,74.0,11.0,13,6,1,3,Closed,9.94,2026-06-18 22:50:46,2026-06-18 22:53:31,2026-06-18 23:43:46,2026-06-18 22:51:46,2026-06-18 23:05:46
dbbeaef8-27b9-48f6-ac54-31cfec1a2cc6,6199a09c-5c1e-4623-957d-e1236eb5f376,294.0,89.0,54.0,8,8,4,1,Resolved,0.0,2026-06-18 20:26:58,2026-06-18 20:27:30,2026-06-18 20:35:58,2026-06-18 20:27:58,2026-06-18 20:41:58
48b5dd46-23c1-4df0-aaa3-990bd5f32ac9,24c6dddb-6221-4dfe-98d6-a9ef4e317cd6,183.0,66.0,1.0,10,10,1,3,Closed,0.0,2026-06-18 21:41:09,2026-06-18 21:41:40,2026-06-18 22:33:09,2026-06-18 21:42:09,2026-06-18 21:56:09
824003b0-62e2-42d6-9ce1-456fef82510e,313566fc-b847-491e-90d4-367049a084c2,355.0,74.0,11.0,19,9,4,1,Closed,0.0,2026-06-18 22:01:42,2026-06-18 22:02:37,2026-06-18 23:04:42,2026-06-18 22:02:42,2026-06-18 22:16:42
c0709717-19f0-47c2-9870-92512d113a67,2d7d0d94-6b34-45b4-b444-1a1e703ba848,449.0,15.0,34.0,1,8,2,2,Closed,119.13,2026-06-18 22:06:09,2026-06-18 22:06:55,2026-06-18 22:16:09,2026-06-18 22:07:09,2026-06-18 22:21:09
dfd6657e-6cbc-44a7-ad41-f0e62c9cf2c0,0d46d685-65bb-4fee-a9c7-656b45dbdc35,268.0,52.0,17.0,30,1,3,1,Resolved,17.68,2026-06-18 20:26:58,2026-06-18 20:30:19,2026-06-18 21:27:58,2026-06-18 20:27:58,2026-06-18 20:41:58
308945fd-dce8-4d0d-9838-12ab433a7889,28e5e118-394c-44b4-ae8a-a7099a6f1258,205.0,40.0,29.0,21,7,2,4,Resolved,0.0,2026-06-18 21:47:18,2026-06-18 21:47:48,2026-06-18 21:58:18,2026-06-18 21:48:18,2026-06-18 22:02:18
dad13d6d-1ff1-4ebe-b53f-bd1327141550,c9a0c26d-ab65-44ff-898b-ee48e32e70fc,43.0,7.0,49.0,26,5,2,4,Resolved,0.0,2026-06-18 21:50:14,2026-06-18 21:58:38,2026-06-18 22:03:14,2026-06-18 21:51:14,2026-06-18 22:05:14
b526a7f5-68de-47ec-a167-6e32eff206df,fe9fc216-15fb-41f8-86a0-317c92192c07,223.0,33.0,56.0,12,10,4,1,Closed,291.49,2026-06-18 21:18:23,2026-06-18 21:19:17,2026-06-18 21:32:23,2026-06-18 21:19:23,2026-06-18 21:33:23
48ebd491-c9d2-4743-9491-59bc2c686f6c,f56c6de9-6cfa-4ed7-9a9b-5078bc939d8b,156.0,36.0,39.0,4,8,3,2,Resolved,0.0,2026-06-18 20:58:37,2026-06-18 20:59:22,2026-06-18 21:10:37,2026-06-18 20:59:37,2026-06-18 21:13:37
a53b4a60-a56b-4769-894a-4ddf1694428b,925a6a03-e20a-4985-937f-04c117bc6407,176.0,13.0,10.0,4,8,3,1,Resolved,0.0,2026-06-18 21:56:11,2026-06-18 21:56:25,2026-06-18 22:52:11,2026-06-18 21:57:11,2026-06-18 22:11:11
a373d0d4-fcc1-41bf-8bd0-ad17f5f34cec,6ca1e3e4-051a-47f0-9c49-c17fa0bbd329,35.0,100.0,5.0,24,6,4,2,Resolved,0.0,2026-06-18 20:49:19,2026-06-18 20:49:30,2026-06-18 20:59:19,2026-06-18 20:50:19,2026-06-18 21:04:19
4c96cccb-2b4b-4494-bf8f-c79f354308cd,46dd069b-1f74-42b6-9132-7e490e68149f,481.0,5.0,30.0,19,7,1,1,Resolved,58.72,2026-06-18 21:17:14,2026-06-18 21:17:26,2026-06-18 21:21:14,2026-06-18 21:18:14,2026-06-18 21:32:14
aa080647-32e1-4b98-b59e-d387a71f1ca7,edb10f1c-d967-461a-a456-d4597b1ffe72,415.0,94.0,56.0,25,9,3,1,Resolved,41.38,2026-06-18 21:12:40,2026-06-18 21:13:18,2026-06-18 21:21:40,2026-06-18 21:13:40,2026-06-18 21:27:40
4ccf73c7-09d7-4560-901d-ecb95bb3686d,162c92b4-8d1a-4cd7-9564-bd466336ece4,203.0,66.0,51.0,1,3,2,1,Closed,0.0,2026-06-18 20:40:54,2026-06-18 20:41:09,2026-06-18 20:50:54,2026-06-18 20:41:54,2026-06-18 20:55:54
cc4f6345-aca1-44b5-9a79-256a51e55993,f98debdd-0276-473d-87d9-2168c7bc1770,282.0,99.0,51.0,16,6,2,1,Resolved,13.21,2026-06-18 20:35:37,2026-06-18 20:38:10,2026-06-18 20:48:37,2026-06-18 20:36:37,2026-06-18 20:50:37
5f56c71a-dc78-4f29-afa3-e0a04420f632,f28585ee-e5e1-4256-9789-d3bb75d824d2,346.0,12.0,12.0,26,10,1,4,Resolved,438.41,2026-06-18 21:05:08,2026-06-18 21:07:23,2026-06-18 21:10:08,2026-06-18 21:06:08,2026-06-18 21:20:08
b0165dea-b78c-463a-a00b-994c23d96621,dfdc9363-cbec-4c6a-b80b-3f332536c251,331.0,26.0,20.0,3,1,4,4,Closed,57.84,2026-06-18 21:47:36,2026-06-18 21:52:23,2026-06-18 21:55:36,2026-06-18 21:48:36,2026-06-18 22:02:36
047dd0be-b724-4497-82f2-9f0ad312b67c,5cffbe0a-fca4-4c9b-b7b2-b6f2dea31f3d,479.0,10.0,41.0,26,2,3,2,Resolved,48.54,2026-06-18 21:59:36,2026-06-18 22:04:46,2026-06-18 22:11:36,2026-06-18 22:00:36,2026-06-18 22:14:36
d8a2da69-d90f-47bd-a1a8-a90d7c61e9c1,467c1288-57a7-4ab4-8e87-bd4fbc9b2601,193.0,63.0,40.0,2,5,4,4,Resolved,150.45,2026-06-18 21:29:48,2026-06-18 21:30:32,2026-06-18 21:37:48,2026-06-18 21:30:48,2026-06-18 21:44:48
5b9066f0-d1b5-40c1-8934-720ce8c9593a,37e3c1fe-82a8-4d18-8dbd-ca7a9d27b299,371.0,11.0,14.0,18,1,2,4,Resolved,0.0,2026-06-18 21:12:41,2026-06-18 21:13:11,2026-06-18 22:04:41,2026-06-18 21:13:41,2026-06-18 21:27:41
c2acd41d-6c0c-434e-b643-d85aa7c7e4a5,751fba21-c2a8-4aa0-8c16-9b83ee4d423d,182.0,39.0,50.0,11,3,2,2,Closed,0.0,2026-06-18 21:53:38,2026-06-18 22:00:36,2026-06-18 22:03:38,2026-06-18 21:54:38,2026-06-18 22:08:38
ca777ae2-2134-4dfa-9d49-9be779bf268a,0448cbd1-956c-4b56-ba5e-68ad0f88dbd8,99.0,34.0,22.0,5,9,3,2,Closed,11.96,2026-06-18 21:19:37,2026-06-18 21:27:20,2026-06-18 21:29:20,2026-06-18 21:20:37,2026-06-18 21:34:37
62011b2b-1c88-4fd8-b8bc-b012fd1913a6,f72ff503-9630-41e1-a941-e224162bc21d,359.0,102.0,55.0,4,4,2,1,Closed,0.0,2026-06-18 20:51:49,2026-06-18 20:54:54,2026-06-18 21:44:49,2026-06-18 20:52:49,2026-06-18 21:06:49
f2cf3e38-b906-4137-9cb8-343d92e4501a,03f37eec-48d3-441d-a5a6-b1d4e016517a,229.0,10.0,30.0,22,1,4,1,Resolved,15.82,2026-06-18 21:16:43,2026-06-18 21:25:55,2026-06-18 21:26:43,2026-06-18 21:17:43,2026-06-18 21:31:43
1624acf0-7b31-465b-9b80-69b559c2531e,5379f150-ba3b-4e3c-8267-03d9abb3968b,282.0,2.0,45.0,19,4,4,3,Closed,0.0,2026-06-18 21:07:52,2026-06-18 21:08:07,2026-06-18 21:19:52,2026-06-18 21:08:52,2026-06-18 21:22:52
1fe85e0a-1470-40f6-89cf-9e748daec2d7,657610a5-c1ef-4dd4-848b-057088c7846c,282.0,16.0,14.0,5,10,2,2,Resolved,66.63,2026-06-18 21:29:27,2026-06-18 21:29:43,2026-06-18 22:19:27,2026-06-18 21:30:27,2026-06-18 21:44:27
c2fabdb7-e604-471d-bb61-eebd5676af69,a8901be2-26bf-4368-8042-c8c811893433,492.0,35.0,29.0,22,6,2,4,Resolved,0.0,2026-06-18 22:08:04,2026-06-18 22:16:45,2026-06-18 22:21:04,2026-06-18 22:09:04,2026-06-18 22:23:04
2538e6fa-19d2-41ba-b74b-eb68a67b70d5,9760d36d-769b-4399-af92-54537d7ff680,,79.0,34.0,11,3,2,3,Closed,88.97,2026-06-18 22:37:45,2026-06-18 22:38:25,2026-06-18 22:46:45,2026-06-18 22:38:45,2026-06-18 22:52:45
64dd0fcd-3f8f-4aff-a65c-9281b9346b63,38f5ab62-3795-4c2a-be6e-050ed75a61e3,310.0,41.0,9.0,2,10,1,2,Resolved,0.0,2026-06-18 22:19:39,2026-06-18 22:27:17,2026-06-18 22:44:39,2026-06-18 22:20:39,2026-06-18 22:34:39
1b92b9a9-5fa7-4221-bdff-23d86ac8355e,79716006-ebc3-4162-90f4-7bb80d30fdf1,172.0,112.0,58.0,7,2,2,1,Closed,54.62,2026-06-18 22:29:32,2026-06-18 22:29:45,2026-06-18 22:34:32,2026-06-18 22:30:32,2026-06-18 22:44:32
d558ec24-6931-46d9-bc49-a30f0ad69b26,75c64021-2212-4bc1-b782-9c339d1d2f48,205.0,60.0,38.0,18,1,1,1,Resolved,0.0,2026-06-18 22:27:11,2026-06-18 22:28:04,2026-06-18 22:33:11,2026-06-18 22:28:11,2026-06-18 22:42:11
f7d263fa-cf63-4ad4-8373-de99752b2a52,93cc5094-7203-48a8-bd1b-2783f50c868a,254.0,33.0,4.0,8,6,2,1,Closed,0.0,2026-06-18 20:45:59,2026-06-18 20:46:41,2026-06-18 21:43:59,2026-06-18 20:46:59,2026-06-18 21:00:59
3836648d-bf44-4123-ad3c-5751ca5acac5,fc2cf8b2-0fc5-4596-808b-6ec77247d9c7,126.0,71.0,25.0,13,4,1,4,Resolved,0.0,2026-06-18 21:14:00,2026-06-18 21:14:48,2026-06-18 21:21:00,2026-06-18 21:15:00,2026-06-18 21:29:00
3d8b9c4f-eee2-446f-9774-abc2ab1f5050,8fcebb8a-7c71-43ae-88cc-dca23dedb3e6,69.0,99.0,27.0,25,8,3,4,Resolved,0.0,2026-06-18 21:36:47,2026-06-18 21:37:35,2026-06-18 22:21:47,2026-06-18 21:37:47,2026-06-18 21:51:47
fdeb73dd-5960-45b8-b195-3303b5e220e5,6c80512a-4c35-4314-a628-e0dcb2eaa083,81.0,76.0,38.0,25,7,1,2,Closed,188.74,2026-06-18 21:19:06,2026-06-18 21:27:08,2026-06-18 21:30:06,2026-06-18 21:20:06,2026-06-18 21:34:06
